locale,variant,ISO639.1,ISO639.2T,ISO639.2B,ISO639.3,ISO639.6,wikipedia,other,autonym,en,fr,de,ru,es,it,zh,ISO639.3_macro,scope,type,family,retired,wikipedia_url,notes
,,,,,ktc,,,,,kholok,,,,,,,,individual,living,,FALSE,,
,,,,,ktd,,,,,kokata,,,,,,,,individual,living,,FALSE,,
,,,,,kte,,,,,nubri,,,,,,,,individual,living,,FALSE,,
,,,,,ktf,,,,,kwami,,,,,,,,individual,living,,FALSE,,
,,,,,ktg,,,,,"kalkutung, kalkutungu",,,,,,,,individual,extinct,,FALSE,,
,,,,,kth,,,,,karanga,,,каранга,,,,,individual,living,,FALSE,,
,,,,,kti,,,,,north muyu,,,,,,,,individual,living,,FALSE,,
,,,,,ktj,,,,,plapo krumen,,,,,,,,individual,living,,FALSE,,
,,,,,ktk,,,,,kaniet,,,,,,,,individual,extinct,,FALSE,,
,,,,,ktl,,,,,koroshi,,,,,,,,individual,living,,FALSE,,
,,,,,ktm,,,,,kurti,,,,,,,,individual,living,,FALSE,,
,,,,,ktn,,,,,karitiâna,,,,karitiâna,,,,individual,living,,FALSE,,
,,,,,kto,,,,,kuot,,,,,,,,individual,living,,FALSE,,
,,,,,ktp,,,,,kaduo,,,,,,卡多语,,individual,living,,FALSE,,
,,,,,ktq,,,,,katabaga,,,,,,,,individual,extinct,,FALSE,,
,,,,,ktr,,,,,kota marudu tinagas,,,,,,,,individual,living,,FALSE,,
,,,,,kts,,,,,south muyu,,,,,,,,individual,living,,FALSE,,
,,,,,ktt,,,,,ketum,,,,,,,,individual,living,,FALSE,,
,,,,,ktu,,,,,kituba (democratic republic of congo),,,,,,,,individual,living,,FALSE,,
,,,,,ktv,,,,,eastern katu,,,,,,,,individual,living,,FALSE,,
,,,,,ktw,,,,,kato,,,,,,,,individual,extinct,,FALSE,,
,,,,,ktx,,,,,kaxararí,,,,kaxararí,,,,individual,living,,FALSE,,
,,,,,kty,,,,,kango (bas-uélé district),,,,,,,,individual,living,,FALSE,,
,,,,,ktz,,,,,"juǀʼhoan, ju/'hoan",,,,,,,,individual,living,,FALSE,,
,,,,,kub,,,,,kutep,,,,,,,,individual,living,,FALSE,,
,,,,,kuc,,,,,kwinsu,,,,,,,,individual,living,,FALSE,,
,,,,,kud,,,,,auhelawa,,auhelawa,,,,,,individual,living,,FALSE,,
,,,,,kue,,,,,"kuman (papua new guinea), kuman",,,,,,钦布语,,individual,living,,FALSE,,
,,,,,kuf,,,,,western katu,,,,,,,,individual,living,,FALSE,,
,,,,,kug,,,,,kupa,,,,,,,,individual,living,,FALSE,,
,,,,,kuh,,,,,kushi,,,,,,,,individual,living,,FALSE,,
,,,,,kui,,,,,kuikúro-kalapálo,,,,kuikúro-kalapálo,,,,individual,living,,FALSE,,
,,,,,kuj,,,,,kuria,,,курия,,,,,individual,living,,FALSE,,
,,,,,kuk,,,,,kepo',,,,,,,,individual,living,,FALSE,,
,,,,,kul,,,,,kulere,,,,,,,,individual,living,,FALSE,,
,,,,,kun,,,,,kunama,,kunama,,,,库纳马语,,individual,living,,FALSE,,
,,,,,kuo,,,,,kumukio,,,,,,,,individual,living,,FALSE,,
,,,,,kup,,,,,kunimaipa,,,,,,,,individual,living,,FALSE,,
,,,,,kuq,,,,,"karipuna, karipuná",,,,karipuná,,,,individual,living,,FALSE,,
,,,,,kus,,,,,kusaal,,,,,,,,individual,living,,FALSE,,
,,,,,kuu,,,,,upper kuskokwim,,,,,,,,individual,living,,FALSE,,
,,,,,kuv,,,,,kur,,,,,,,,individual,living,,FALSE,,
,,,,,kuw,,,,,kpagua,,,,,,,,individual,living,,FALSE,,
,,,,,kux,,,,,kukatja,,,,,,,,individual,living,,FALSE,,
,,,,,kuy,,,,,kuuku-ya'u,,,,,,,,individual,living,,FALSE,,
,,,,,kuz,,,,,kunza,,,,,,,,individual,extinct,,FALSE,,
,,,,,kva,,,,,bagvalal,bagvalal,,,bagvalal,,巴格瓦拉尔语,,individual,living,,FALSE,,
,,,,,kvb,,,,,kubu,,,,,,,msa,individual,living,,FALSE,,
,,,,,kvc,,,,,kove,,kove,,,,,,individual,living,,FALSE,,
,,,,,kvd,,,,,kui (indonesia),,,,,,,,individual,living,,FALSE,,
,,,,,kve,,,,,kalabakan,,,,,,,,individual,living,,FALSE,,
,,,,,kvf,,,,,kabalai,,,,,,,,individual,living,,FALSE,,
,,,,,kvg,,,,,kuni-boazi,,,,,,,,individual,living,,FALSE,,
,,,,,kvh,,,,,komodo,,,,,,,,individual,living,,FALSE,,
,,,,,kvi,,,,,kwang,,,,,,,,individual,living,,FALSE,,
,,,,,kvj,,,,,psikye,,,,,,,,individual,living,,FALSE,,
,,,,,kvk,,,,,korean sign language,,,,,,韩国手语,,individual,living,,FALSE,,
,,,,,kvl,,,,,"kayaw, brek karen",,,,,,,,individual,living,,FALSE,,
,,,,,kvm,,,,,kendem,,,,,,,,individual,living,,FALSE,,
,,,,,kvn,,,,,border kuna,,,,,,,,individual,living,,FALSE,,
,,,,,kvo,,,,,dobel,,,,,,,,individual,living,,FALSE,,
,,,,,kvp,,,,,kompane,,,,,,,,individual,living,,FALSE,,
,,,,,kvq,,,,,geba karen,,,,,,,,individual,living,,FALSE,,
,,,,,kvr,,,,,kerinci,,kerinci,,,,,msa,individual,living,,FALSE,,
,,,,,kvs,,,,,kunggara,,,,,,,,individual,living,,FALSE,,
,,,,,kvt,,,,,"lahta karen, lahta",,,,,,,,individual,living,,FALSE,,
,,,,,kvu,,,,,yinbaw karen,,,,,,,,individual,living,,FALSE,,
,,,,,kvv,,,,,kola,,,,,,,,individual,living,,FALSE,,
,,,,,kvw,,,,,wersing,,,,,,,,individual,living,,FALSE,,
,,,,,kvx,,,,,parkari koli,,,,,,,,individual,living,,FALSE,,
,,,,,kvy,,,,,"yintale karen, yintale",,,,,,,,individual,living,,FALSE,,
,,,,,kvz,,,,,"tsakwambo, tsaukambo",,,,,,,,individual,living,,FALSE,,
,,,,,kwa,,,,,dâw,,,,,,,,individual,living,,FALSE,,
,,,,,kwb,,,,,kwa,,,,,,,,individual,living,,FALSE,,
,,,,,kwc,,,,,likwala,,,,,,,,individual,living,,FALSE,,
,,,,,kwd,,,,,kwaio,,,,,,,,individual,living,,FALSE,,
,,,,,kwe,,,,,kwerba,,,,,,,,individual,living,,FALSE,,
,,,,,kwf,,,,,kwara'ae,,kwara'ae,,,,,,individual,living,,FALSE,,
,,,,,kwg,,,,,"sara kaba deme, kaba deme",,,,,,,,individual,living,,FALSE,,
,,,,,kwh,,,,,kowiai,,kowiai,,,,,,individual,living,,FALSE,,
,,,,,kwi,,,,,awa-cuaiquer,,,,,,,,individual,living,,FALSE,,
,,,,,kwj,,,,,kwanga,,,,,,,,individual,living,,FALSE,,
,,,,,kwk,,,,kwak̓wala,kwakiutl,,,,,,夸扣特尔语,,individual,living,,FALSE,,
,,,,,kwl,,,,,kofyar,,,,,,,,individual,living,,FALSE,,
,,,,,kwm,,,,,kwambi,,,,,,,,individual,living,,FALSE,,
,,,,,kwn,,,,,kwangali,,,квангали,,,,,individual,living,,FALSE,,
,,,,,kwo,,,,,kwomtari,,,,,,,,individual,living,,FALSE,,
,,,,,kwp,,,,,kodia,,,,,,,,individual,living,,FALSE,,
,,,,,kwq,,,,,kwak,,,,,,,,individual,living,,FALSE,,
,,,,,kwr,,,,,kwer,,,,,,,,individual,living,,FALSE,,
,,,,,kws,,,,,kwese,,,,,,,,individual,living,,FALSE,,
,,,,,kwt,,,,,kwesten,,,,,,,,individual,living,,FALSE,,
,,,,,kwu,,,,,kwakum,,,,,,,,individual,living,,FALSE,,
,,,,,kwv,,,,,"sara kaba náà, kaba na",,,,,,,,individual,living,,FALSE,,
,,,,,kww,,,,,kwinti,,,,,,,,individual,living,,FALSE,,
,,,,,kwx,,,,,khirwar,,,,,,,,individual,living,,FALSE,,
,,,,,kwy,,,,,san salvador kongo,,,,,,,kon,individual,living,,FALSE,,
,,,,,kwz,,,,,kwadi,kwadi,,,,,,,individual,extinct,,FALSE,,
,,,,,kxa,,,,,kairiru,,kairiru,,,,,,individual,living,,FALSE,,
,,,,,kxb,,,,,krobu,,,,,,,,individual,living,,FALSE,,
,,,,,kxc,,,,,"konso, khonso, komso",,,,,,,,individual,living,,FALSE,,
,,,,,kxd,,,,,brunei,,,,,,,msa,individual,living,,FALSE,,
,,,,,kxe,,,,,kakihum,,,,,,,,individual,living,,FALSE,,
,,,,,kxf,,,,,"manumanaw karen, manumanaw",,,,,,,,individual,living,,FALSE,,
,,,,,kxh,,,,,karo (ethiopia),,,,,,,,individual,living,,FALSE,,
,,,,,kxi,,,,,keningau murut,,,,,,,,individual,living,,FALSE,,
,,,,,kxj,,,,,kulfa,,,,,,,,individual,living,,FALSE,,
,,,,,kxk,,,,,zayein karen,,,,,,,,individual,living,,FALSE,,
,,,,,kxl,,,,,nepali kurux,,,,,,尼泊尔库鲁克语,,individual,living,,FALSE,,
,,,,,kxm,,,,ខ្មែរលើ,northern khmer,,,,,,北高棉语,,individual,living,,FALSE,,
,,,,,kxn,,,,,"kanowit-tanjong melanau, kanowit",,,,,,,,individual,living,,FALSE,,
,,,,,kxo,,,,,kanoé,,,,kanoé,,,,individual,extinct,,FALSE,,
,,,,,kxp,,,,,wadiyara koli,,,,,,,,individual,living,,FALSE,,
,,,,,kxq,,,,,smärky kanum,,,,,,,,individual,living,,FALSE,,
,,,,,kxr,,,,,koro (papua new guinea),,,,,,,,individual,living,,FALSE,,
,,,,,kxs,,,,,kangjia,,,,,,康家语,,individual,living,,FALSE,,
,,,,,kxt,,,,,koiwat,,,,,,,,individual,living,,FALSE,,
,,,,,kxu,,,,,kui (india),,,,kui,,库伊语,,individual,living,,FALSE,,
,,,,,kxv,,,,,kuvi,,,,,,库维语,,individual,living,,FALSE,,
,,,,,kxw,,,,,konai,,,,,,,,individual,living,,FALSE,,
,,,,,kxx,,,,,likuba,,,,,,,,individual,living,,FALSE,,
,,,,,kxy,,,,,kayong,,,,,,,,individual,living,,FALSE,,
,,,,,kxz,,,,,kerewo,,,,,,,,individual,living,,FALSE,,
,,,,,kya,,,,,kwaya,,,,,,,,individual,living,,FALSE,,
,,,,,kyb,,,,,butbut kalinga,,,,,,,,individual,living,,FALSE,,
,,,,,kyc,,,,,kyaka,,,,,,,,individual,living,,FALSE,,
,,,,,kyd,,,,,karey,,,,,,,,individual,living,,FALSE,,
,,,,,kye,,,,,krache,,,,,,,,individual,living,,FALSE,,
,,,,,kyf,,,,,kouya,,,,,,,,individual,living,,FALSE,,
,,,,,kyg,,,,,keyagana,,,,,,,,individual,living,,FALSE,,
,,,,,kyh,,,,,karok,,,,karok,,,,individual,living,,FALSE,,
,,,,,kyi,,,,,kiput,,,,,,,,individual,living,,FALSE,,
,,,,,kyj,,,,,karao,,,,,,,,individual,living,,FALSE,,
,,,,,kyk,,,,,kamayo,,,,,,,,individual,living,,FALSE,,
,,,,,kyl,,,,,kalapuya,,,,,,,,individual,living,,FALSE,,
,,,,,kym,,,,,kpatili,,,,,,,,individual,living,,FALSE,,
,,,,,kyn,,,,,"northern binukidnon, karolanos",,,,,,,,individual,living,,FALSE,,
,,,,,kyo,,,,,kelon,,,,,,,,individual,living,,FALSE,,
,,,,,kyp,,,,,kang,,,,,,黑傣语,,individual,living,,FALSE,,
,,,,,kyq,,,,,kenga,,,,,,,,individual,living,,FALSE,,
,,,,,kyr,,,,,kuruáya,,,,kuruáya,,,,individual,living,,FALSE,,
,,,,,kys,,,,,baram kayan,,,,,,,,individual,living,,FALSE,,
,,,,,kyt,,,,,kayagar,,,,,,,,individual,living,,FALSE,,
,,,,,kyu,,,,,western kayah,,,,,,,,individual,living,,FALSE,,
,,,,,kyv,,,,,kayort,,,,,,,,individual,living,,FALSE,,
,,,,,kyw,,,,,kudmali,,,,,,库马利语,,individual,living,,FALSE,,
,,,,,kyx,,,,,rapoisi,,,,,,,,individual,living,,FALSE,,
,,,,,kyy,,,,,kambaira,,,,,,,,individual,living,,FALSE,,
,,,,,kyz,,,,,kayabí,,,,kayabí,,,,individual,living,,FALSE,,
,,,,,kza,,,,,western karaboro,,,,,,,,individual,living,,FALSE,,
,,,,,kzb,,,,,kaibobo,,,,,,,,individual,living,,FALSE,,
,,,,,kzc,,,,,bondoukou kulango,,,,,,,,individual,living,,FALSE,,
,,,,,kzd,,,,,kadai,,,,,,,,individual,living,,FALSE,,
,,,,,kze,,,,,kosena,,,,,,,,individual,living,,FALSE,,
,,,,,kzf,,,,,da'a kaili,,,,,,,,individual,living,,FALSE,,
,,,,,kzg,,,,,kikai,,,,,,喜界岛琉球语,,individual,living,,FALSE,,
,,,,,kzh,,,,,kenuzi-dongola,,,,,,,,individual,living,,TRUE,,
,,,,,kzi,,,,,kelabit,,,,,,,,individual,living,,FALSE,,
,,,,,kzj,,,,,coastal kadazan,,,,,,,,individual,living,,FALSE,,
,,,,,kzk,,,,,kazukuru,,,,,,,,individual,extinct,,FALSE,,
,,,,,kzl,,,,,kayeli,,,,,,,,individual,living,,FALSE,,
,,,,,kzm,,,,,kais,,,,,,,,individual,living,,FALSE,,
,,,,,kzn,,,,,kokola,,,,,,,,individual,living,,FALSE,,
,,,,,kzo,,,,,kaningi,,,,,,,,individual,living,,FALSE,,
,,,,,kzp,,,,,kaidipang,,,,,,,,individual,living,,FALSE,,
,,,,,kzq,,,,,kaike,,,,,,,,individual,living,,FALSE,,
,,,,,kzr,,,,,karang,,,,,,,,individual,living,,FALSE,,
,,,,,kzs,,,,,sugut dusun,,,,,,,,individual,living,,FALSE,,
,,,,,kzt,,,,,tambunan dusun,,,,,,,,individual,living,,FALSE,,
,,,,,kzu,,,,,kayupulau,,kayupulau,,,,,,individual,living,,FALSE,,
,,,,,kzv,,,,,komyandaret,,,,,,,,individual,living,,FALSE,,
,,,,,kzw,,,,,karirí-xocó,,,,,,,,individual,extinct,,FALSE,,
,,,,,kzx,,,,,kamarian,,,,,,,,individual,living,,FALSE,,
,,,,,kzy,,,,,kango (tshopo district),,,,,,,,individual,living,,FALSE,,
,,,,,kzz,,,,,kalabra,,,,,,,,individual,living,,FALSE,,
,,,,,laa,,,,,"southern subanen, lapuyan subanun",,,,,,,,individual,living,,FALSE,,
,,,,,lab,,,,,linear a,,,,,,线形文字a,,individual,ancient,,FALSE,,
,,,,,lac,,,,"jach-t’aan, jach t’aan, hach t'an","lacandon, lacandon maya",lacandon,,,"lacandón, maya lacandón",,,,individual,living,,FALSE,,
,,,,,lae,,,,,pattani,,,,,,,,individual,living,,FALSE,,
,,,,,laf,,,,,lafofa,,,,,,,,individual,living,,FALSE,,
,,,,,lag,,,,,langi,,,,,,,,individual,living,,FALSE,,
,,,,,lai,,,,,lambya,,,,,,,,individual,living,,FALSE,,
,,,,,laj,,,,,lango (uganda),,,,,,兰戈语,,individual,living,,FALSE,,
,,,,,lak,,,,,laka (nigeria),,,,,,,,individual,living,,FALSE,,
,,,,,lal,,,,,lalia,,,,,,,,individual,living,,FALSE,,
,,,,,lan,,,,,laru,,,,,,,,individual,living,,FALSE,,
,,,,,lap,,,,,laka (chad),,,,,,,,individual,living,,FALSE,,
,,,,,laq,,,,,qabiao,,,,,,普标语,,individual,living,,FALSE,,
,,,,,lar,,,,,larteh,,,,,,,,individual,living,,FALSE,,
,,,,,las,,,,,lama (togo),,,,,,,,individual,living,,FALSE,,
,,,,,lau,,,,,laba,,,,,,,,individual,living,,FALSE,,
,,,,,law,,,,,lauje,,,,,,,,individual,living,,FALSE,,
,,,,,lax,,,,,tiwa,,,,tiwa,,提瓦语,,individual,living,,FALSE,,
,,,,,lay,,,,,"lama bai, lama (myanmar)",,,,,,,,individual,living,,FALSE,,
,,,,,laz,,,,,aribwatsa,,,,,,,,individual,extinct,,FALSE,,
,,,,,lba,,,,,lui,,,,,,,,individual,extinct,,FALSE,,
,,,,,lbb,,,,,label,,,,,,,,individual,living,,FALSE,,
,,,,,lbc,,,,,lakkia,lakkia,,,,,拉珈语,,individual,living,,FALSE,,
,,,,,lbe,,lbe,,лакку,lak,lak,,лакский,laco,,拉克语,,individual,living,,FALSE,,
,,,,,lbf,,,,,tinani,,,,,,,,individual,living,,FALSE,,
,,,,,lbg,,,,,laopang,,,,,,,,individual,living,,FALSE,,
,,,,,lbi,,,,,la'bi,,,,,,,,individual,living,,FALSE,,
,,,,,lbj,,,,,ladakhi,ladakhi,,,ladakhi,,拉达克语,,individual,living,,FALSE,,
,,,,,lbk,,,,,central bontok,,,,,,,bnc,individual,living,,FALSE,,
,,,,,lbl,,,,,libon bikol,,,,,,,bik,individual,living,,FALSE,,
,,,,,lbm,,,,,lodhi,,,,,,,,individual,living,,FALSE,,
,,,,,lbn,,,,,lamet,,,,,,,,individual,living,,FALSE,,
,,,,,lbo,,,,,laven,,,,,,,,individual,living,,FALSE,,
,,,,,lbq,,,,,wampar,,wampar,,,,,,individual,living,,FALSE,,
,,,,,lbr,,,,,"lohorung, northern lorung",,,,,,,,individual,living,,FALSE,,
,,,,,lbs,,,,,libyan sign language,,,,,,利比亚手语,,individual,living,,FALSE,,
,,,,,lbt,,,,,lachi,,,,,,拉基语,,individual,living,,FALSE,,
,,,,,lbu,,,,,labu,,,,,,,,individual,living,,FALSE,,
,,,,,lbv,,,,,lavatbura-lamusong,,lavatbura-lamusong,,,,,,individual,living,,FALSE,,
,,,,,lbw,,,,,tolaki,,,,,,,,individual,living,,FALSE,,
,,,,,lbx,,,,,lawangan,,,,,,,,individual,living,,FALSE,,
,,,,,lby,,,,,lamu-lamu,,,,,,,,individual,extinct,,FALSE,,
,,,,,lbz,,,,,lardil,,,,,,,,individual,living,,FALSE,,
,,,,,lcc,,,,,legenyem,,,,,,,,individual,living,,FALSE,,
,,,,,lcd,,,,,lola,,,,,,,,individual,living,,FALSE,,
,,,,,lce,,,,,"loncong, sekak",,,,,,,msa,individual,living,,FALSE,,
,,,,,lcf,,,,,lubu,,,,,,,msa,individual,living,,FALSE,,
,,,,,lch,,,,,luchazi,,,,,,,,individual,living,,FALSE,,
,,,,,lcl,,,,,lisela,,,,,,,,individual,living,,FALSE,,
,,,,,lcm,,,,,tungag,,,,,,,,individual,living,,FALSE,,
,,,,,lcp,,,,,western lawa,,,,,,,,individual,living,,FALSE,,
,,,,,lcq,,,,,luhu,,,,,,,,individual,living,,TRUE,,
,,,,,lcs,,,,,lisabata-nuniali,,,,,,,,individual,living,,FALSE,,
,,,,,lda,,,,,kla-dan,,,,,,,,individual,living,,FALSE,,
,,,,,ldb,,,,,"dũya, idun",,,,,,,,individual,living,,FALSE,,
,,,,,ldd,,,,,luri,,,,,,,,individual,living,,FALSE,,
,,,,,ldg,,,,,lenyima,,,,,,,,individual,living,,FALSE,,
,,,,,ldh,,,,,lamja-dengsa-tola,,,,,,,,individual,living,,FALSE,,
,,,,,ldi,,,,,laari,,,,,,,kon,individual,living,,FALSE,,
,,,,,ldj,,,,,lemoro,,,,,,,,individual,living,,FALSE,,
,,,,,ldk,,,,,leelau,,,,,,,,individual,living,,FALSE,,
,,,,,ldl,,,,,kaan,,,,,,,,individual,living,,FALSE,,
,,,,,ldm,,,,,landoma,,,,,,,,individual,living,,FALSE,,
,,,,,ldn,,,,,láadan,,,,,,,,individual,constructed,,FALSE,,
,,,,,ldo,,,,,loo,,,,,,,,individual,living,,FALSE,,
,,,,,ldp,,,,,tso,,,,,,,,individual,living,,FALSE,,
,,,,,ldq,,,,,lufu,,,,,,,,individual,living,,FALSE,,
,,,,,lea,,,,,lega-shabunda,,,,,,,,individual,living,,FALSE,,
,,,,,leb,,,,,lala-bisa,,,,,,,,individual,living,,FALSE,,
,,,,,lec,,,,,leco,,,,,,,,individual,living,,FALSE,,
,,,,,led,,,,,lendu,,,,,,,,individual,living,,FALSE,,
,,,,,lee,,,,,lyélé,,,,,,,,individual,living,,FALSE,,
,,,,,lef,,,,,lelemi,,,,,,,,individual,living,,FALSE,,
,,,,,leg,,,,,lengua,,,,,,,,individual,living,,FALSE,,
,,,,,leh,,,,,lenje,,,лендже,,,,,individual,living,,FALSE,,
,,,,,lei,,,,,lemio,,,,,,,,individual,living,,FALSE,,
,,,,,lej,,,,,lengola,,,ленгола,,,,,individual,living,,FALSE,,
,,,,,lek,,,,,leipon,,leipon,,,,,,individual,living,,FALSE,,
,,,,,lel,,,,,lele (democratic republic of congo),,,,,,,,individual,living,,FALSE,,
,,,,,lem,,,,,nomaande,,,,,,,,individual,living,,FALSE,,
,,,,,len,,,,,lenca,,,,,,,,individual,extinct,,FALSE,,
,,,,,leo,,,,,leti (cameroon),,,,,,,,individual,living,,FALSE,,
,,,,,lep,,,,,lepcha,,,,lepcha,,雷布查语,,individual,living,,FALSE,,
,,,,,leq,,,,,lembena,,,,,,,,individual,living,,FALSE,,
,,,,,ler,,,,,lenkau,,,,,,,,individual,living,,FALSE,,
,,,,,les,,,,,lese,,,,,,,,individual,living,,FALSE,,
,,,,,let,,,,,"lesing-gelimi, amio-gelimi",,,,,,,,individual,living,,FALSE,,
,,,,,leu,,,,,kara (papua new guinea),,,,,,,,individual,living,,FALSE,,
,,,,,lev,,,,,lamma,,,,,,,,individual,living,,FALSE,,
,,,,,lew,,,,,ledo kaili,,,,,,,,individual,living,,FALSE,,
,,,,,lex,,,,,luang,,,,,,,,individual,living,,FALSE,,
,,,,,ley,,,,,lemolang,,,,,,,,individual,living,,FALSE,,
,,,,,lfa,,,,,lefa,,,,,,,,individual,living,,FALSE,,
,,,,,lfn,,,,,lingua franca nova,,,,,,新共同语言,,individual,constructed,,FALSE,,
,,,,,lga,,,,,lungga,,,,,,,,individual,living,,FALSE,,
,,,,,lgb,,,,,laghu,,,,,,,,individual,living,,FALSE,,
,,,,,lgg,,,,,lugbara,,,,,,卢格巴拉语,,individual,living,,FALSE,,
,,,,,lgh,,,,,laghuu,,,,,,,,individual,living,,FALSE,,
,,,,,lgi,,,,,lengilu,,,,,,,,individual,living,,FALSE,,
,,,,,lgk,,,,,"lingarak, neverver",,,,,,,,individual,living,,FALSE,,
,,,,,lgl,,,,,wala,,,,,,,,individual,living,,FALSE,,
,,,,,lgm,,,,,lega-mwenga,,,,,,,,individual,living,,FALSE,,
,,,,,lgn,,,,,opuuo,,,,,,,,individual,living,,FALSE,,
,,,,,lgq,,,,,logba,,,,,,洛格巴语,,individual,living,,FALSE,,
,,,,,lgr,,,,,lengo,,,,,,,,individual,living,,FALSE,,
,,,,,lgt,,,,,pahi,,,,,,,,individual,living,,FALSE,,
,,,,,lgu,,,,,longgu,,,,,,,,individual,living,,FALSE,,
,,,,,lgz,,,,,ligenza,,,,,,,,individual,living,,FALSE,,
,,,,,lha,,,,,laha (viet nam),,,,,,拉哈语,,individual,living,,FALSE,,
,,,,,lhh,,,,,laha (indonesia),,,,,,,,individual,living,,FALSE,,
,,,,,lhi,,,,,lahu shi,,,,,,拉祜西语,,individual,living,,FALSE,,
,,,,,lhl,,,,,lahul lohar,,,,,,,,individual,living,,FALSE,,
,,,,,lhm,,,,,lhomi,,,,,,洛米藏语,,individual,living,,FALSE,,
,,,,,lhn,,,,,lahanan,,lahananisch,,,,,,individual,living,,FALSE,,
,,,,,lhp,,,,,lhokpu,,,,,,,,individual,living,,FALSE,,
,,,,,lhs,,,,,mlahsö,,,,,,,,individual,extinct,,FALSE,,
,,,,,lht,,,,,"lo-toga, toga",,,,,,,,individual,living,,FALSE,,
,,,,,lhu,,,,laˇhuˍ hkawˇ,lahu,,,,,,"拉祜语, 拉祜纳语",,individual,living,,FALSE,,
,,,,,lia,,,,,west-central limba,,,,,,,,individual,living,,FALSE,,
,,,,,lib,,,,,likum,,,,,,,,individual,living,,FALSE,,
,,,,,lic,,,,,hlai,,,,,,黎语,,individual,living,,FALSE,,
,,,,,lid,,,,,nyindrou,,,,,,,,individual,living,,FALSE,,
,,,,,lie,,,,,likila,,,,,,,,individual,living,,FALSE,,
,,,,,lif,,,,ᤛᤡᤖᤡᤈᤨᤅ,limbu,limbou,,,limbu,,,,individual,living,,FALSE,,
,,,,,lig,,,,,ligbi,,,,,,,,individual,living,,FALSE,,
,,,,,lih,,,,,lihir,,,,,,,,individual,living,,FALSE,,
,,,,,lii,,,,,lingkhim,,,,,,,,individual,living,,FALSE,,
,,,,,lij,,lij,,líguru,ligurian,ligure,ligurisch,лигурский,ligur,,利古里亚语,,individual,living,,FALSE,,
,,,,,lik,,,,,lika,,,,,,,,individual,living,,FALSE,,
,,,,,lil,,,,sƛ’aƛ’imxǝc,lillooet,,,,,,,,individual,living,,FALSE,,
,,,,,lio,,,,,liki,,,,,,,,individual,living,,FALSE,,
,,,,,lip,,,,,sekpele,,,,,,,,individual,living,,FALSE,,
,,,,,liq,,,,,libido,,,,,,,,individual,living,,FALSE,,
,,,,,lir,,,,,liberian english,,,,,,,,individual,living,,FALSE,,
,,,,,lis,,,,,lisu,lisu,,,,,傈僳语,,individual,living,,FALSE,,
,,,,,liu,,,,,logorik,,,,,,,,individual,living,,FALSE,,
,,,,,liv,,,,,"liv, liv(onian)",,,,,,,,individual,living,,FALSE,,
,,,,,liw,,,,,"col, lembak",,,,,,,msa,individual,living,,FALSE,,
,,,,,lix,,,,,liabuku,,,,,,,,individual,living,,FALSE,,
,,,,,liy,,,,,banda-bambari,,,,,,,,individual,living,,FALSE,,
,,,,,liz,,,,,libinza,,,,,,,,individual,living,,FALSE,,
,,,,,lja,,,,,golpa,,,,,,,,individual,extinct,,FALSE,,
,,,,,lje,,,,,rampi,,,,,,,,individual,living,,FALSE,,
,,,,,lji,,,,,laiyolo,,,,,,,,individual,living,,FALSE,,
,,,,,ljl,,,,,li'o,,li'o,,,,,,individual,living,,FALSE,,
,,,,,ljp,,,,,"lampung api, lampung",,lampung,,,,楠榜语,,individual,living,,FALSE,,
,,,,,ljw,,,,,yirandali,,,,,,,,individual,living,,FALSE,,
,,,,,ljx,,,,,yuru,,,,,,,,individual,extinct,,FALSE,,
,,,,,lka,,,,,lakalei,,,,,,,,individual,living,,FALSE,,
,,,,,lkb,,,,,"kabras, lukabaras",,,,,,,luy,individual,living,,FALSE,,
,,,,,lkc,,,,,kucong,,,,,,苦聪语,,individual,living,,FALSE,,
,,,,,lkd,,,,,lakondê,,,,,,,,individual,living,,FALSE,,
,,,,,lke,,,,,kenyi,,,,,,,,individual,living,,FALSE,,
,,,,,lkh,,,,,lakha,,,,,,,,individual,living,,FALSE,,
,,,,,lki,,,,,laki,,,,,,,,individual,living,,FALSE,,
,,,,,lkj,,,,,remun,,,,,,,,individual,living,,FALSE,,
,,,,,lkl,,,,,laeko-libuat,,,,,,,,individual,living,,FALSE,,
,,,,,lkm,,,,,kalaamaya,,,,,,,,individual,extinct,,FALSE,,
,,,,,lkn,,,,,"lakon, vure, lakona",,,,,,,,individual,living,,FALSE,,
,,,,,lko,,,,,"khayo, olukhayo",,,,,,,luy,individual,living,,FALSE,,
,,,,,lkr,,,,,päri,,,,,,,,individual,living,,FALSE,,
,,,,,lks,,,,,"kisa, olushisa",,,,,,,luy,individual,living,,FALSE,,
,,,,,lkt,,,,lakȟótiyapi,lakota,lakota,,,lakota,,,,individual,living,,FALSE,,
,,,,,lku,,,,,kungkari,,,,,,,,individual,extinct,,FALSE,,
,,,,,lky,,,,,lokoya,,,,,,,,individual,living,,FALSE,,
,,,,,lla,,,,,lala-roba,,,,,,,,individual,living,,FALSE,,
,,,,,llb,,,,,lolo,lolo,,,,,洛勒语,,individual,living,,FALSE,,
,,,,,llc,,,,,lele (guinea),,,,,,,,individual,living,,FALSE,,
,,,,,lld,,,,ladin,ladin,ladin,ladinisch,ладинский,ladino,,拉迪恩语,,individual,living,,FALSE,,
,,,,,lle,,,,,lele (papua new guinea),,,,,,,,individual,living,,FALSE,,
